#    L    TT             EE             TE             PP             TP          
   189    0.53367E+04    0.72352E+00   -0.27960E+02    0.29976E+07    0.19073E+04
   190    0.53551E+04    0.71529E+00   -0.26969E+02    0.29822E+07    0.18877E+04
   191    0.53726E+04    0.70752E+00   -0.25951E+02    0.29669E+07    0.18683E+04
   192    0.53897E+04    0.70024E+00   -0.24908E+02    0.29517E+07    0.18493E+04
   193    0.54063E+04    0.69349E+00   -0.23842E+02    0.29366E+07    0.18305E+04
   194    0.54225E+04    0.68729E+00   -0.22750E+02    0.29217E+07    0.18120E+04
   195    0.54380E+04    0.68169E+00   -0.21635E+02    0.29069E+07    0.17938E+04
   196    0.54530E+04    0.67673E+00   -0.20495E+02    0.28921E+07    0.17758E+04
   197    0.54675E+04    0.67245E+00   -0.19334E+02    0.28775E+07    0.17581E+04
   198    0.54815E+04    0.66886E+00   -0.18148E+02    0.28631E+07    0.17406E+04
   199    0.54950E+04    0.66602E+00   -0.16940E+02    0.28487E+07    0.17233E+04
   200    0.55080E+04    0.66394E+00   -0.15711E+02    0.28344E+07    0.17062E+04
   201    0.55204E+04    0.66270E+00   -0.14458E+02    0.28203E+07    0.16894E+04
   202    0.55322E+04    0.66229E+00   -0.13185E+02    0.28062E+07    0.16727E+04
   203    0.55435E+04    0.66278E+00   -0.11889E+02    0.27923E+07    0.16562E+04
   204    0.55541E+04    0.66419E+00   -0.10575E+02    0.27784E+07    0.16399E+04
   205    0.55641E+04    0.66656E+00   -0.92396E+01    0.27647E+07    0.16238E+04
   206    0.55736E+04    0.66993E+00   -0.78844E+01    0.27511E+07    0.16079E+04
   207    0.55824E+04    0.67433E+00   -0.65098E+01    0.27375E+07    0.15922E+04
   208    0.55906E+04    0.67980E+00   -0.51163E+01    0.27241E+07    0.15767E+04
   209    0.55981E+04    0.68637E+00   -0.37043E+01    0.27108E+07    0.15614E+04
   210    0.56051E+04    0.69410E+00   -0.22748E+01    0.26976E+07    0.15462E+04
   211    0.56114E+04    0.70300E+00   -0.82772E+00    0.26845E+07    0.15313E+04
   212    0.56170E+04    0.71312E+00    0.63594E+00    0.26715E+07    0.15165E+04
   213    0.56221E+04    0.72450E+00    0.21162E+01    0.26585E+07    0.15019E+04
   214    0.56265E+04    0.73712E+00    0.36119E+01    0.26457E+07    0.14875E+04
   215    0.56303E+04    0.75119E+00    0.51223E+01    0.26330E+07    0.14732E+04
   216    0.56335E+04    0.76651E+00    0.66479E+01    0.26204E+07    0.14591E+04
   217    0.56361E+04    0.78325E+00    0.81866E+01    0.26078E+07    0.14452E+04
   218    0.56381E+04    0.80140E+00    0.97388E+01    0.25954E+07    0.14315E+04
   219    0.56394E+04    0.82097E+00    0.11305E+02    0.25830E+07    0.14179E+04
   220    0.56402E+04    0.84210E+00    0.12882E+02    0.25708E+07    0.14045E+04
   221    0.56403E+04    0.86472E+00    0.14470E+02    0.25586E+07    0.13913E+04
   222    0.56399E+04    0.88897E+00    0.16069E+02    0.25466E+07    0.13782E+04
   223    0.56387E+04    0.91480E+00    0.17680E+02    0.25346E+07    0.13653E+04
   224    0.56371E+04    0.94218E+00    0.19298E+02    0.25227E+07    0.13525E+04
   225    0.56348E+04    0.97128E+00    0.20927E+02    0.25109E+07    0.13399E+04
   226    0.56319E+04    0.10021E+01    0.22562E+02    0.24992E+07    0.13275E+04
   227    0.56283E+04    0.10346E+01    0.24206E+02    0.24875E+07    0.13152E+04
   228    0.56242E+04    0.10689E+01    0.25857E+02    0.24760E+07    0.13031E+04
   229    0.56195E+04    0.11049E+01    0.27514E+02    0.24645E+07    0.12911E+04
   230    0.56141E+04    0.11427E+01    0.29176E+02    0.24531E+07    0.12792E+04
   231    0.56081E+04    0.11824E+01    0.30844E+02    0.24418E+07    0.12675E+04
   232    0.56015E+04    0.12239E+01    0.32516E+02    0.24306E+07    0.12560E+04
   233    0.55943E+04    0.12674E+01    0.34190E+02    0.24195E+07    0.12446E+04
   234    0.55864E+04    0.13127E+01    0.35867E+02    0.24085E+07    0.12333E+04
   235    0.55780E+04    0.13600E+01    0.37546E+02    0.23975E+07    0.12222E+04
   236    0.55689E+04    0.14093E+01    0.39227E+02    0.23866E+07    0.12112E+04
   237    0.55591E+04    0.14605E+01    0.40908E+02    0.23758E+07    0.12004E+04
   238    0.55488E+04    0.15139E+01    0.42589E+02    0.23651E+07    0.11897E+04
