#    L    TT             EE             BB             TE             PP             TP             EP          
   143    0.41347E+04    0.11164E+01    0.00000E+00   -0.45275E+02    0.81075E-07    0.19297E-03   -0.39830E-07
   144    0.41682E+04    0.11145E+01    0.00000E+00   -0.45465E+02    0.80593E-07    0.19055E-03   -0.35600E-07
   145    0.42016E+04    0.11122E+01    0.00000E+00   -0.45633E+02    0.80114E-07    0.18818E-03   -0.31165E-07
   146    0.42351E+04    0.11092E+01    0.00000E+00   -0.45779E+02    0.79640E-07    0.18584E-03   -0.26660E-07
   147    0.42682E+04    0.11059E+01    0.00000E+00   -0.45902E+02    0.79169E-07    0.18353E-03   -0.22220E-07
   148    0.43012E+04    0.11021E+01    0.00000E+00   -0.46003E+02    0.78702E-07    0.18126E-03   -0.17980E-07
   149    0.43341E+04    0.10978E+01    0.00000E+00   -0.46080E+02    0.78239E-07    0.17902E-03   -0.14076E-07
   150    0.43667E+04    0.10932E+01    0.00000E+00   -0.46132E+02    0.77780E-07    0.17682E-03   -0.10644E-07
   151    0.43991E+04    0.10881E+01    0.00000E+00   -0.46161E+02    0.77324E-07    0.17464E-03   -0.77890E-08
   152    0.44313E+04    0.10824E+01    0.00000E+00   -0.46167E+02    0.76872E-07    0.17249E-03   -0.55011E-08
   153    0.44634E+04    0.10764E+01    0.00000E+00   -0.46146E+02    0.76424E-07    0.17037E-03   -0.37398E-08
   154    0.44952E+04    0.10700E+01    0.00000E+00   -0.46101E+02    0.75979E-07    0.16827E-03   -0.24651E-08
   155    0.45268E+04    0.10632E+01    0.00000E+00   -0.46031E+02    0.75538E-07    0.16621E-03   -0.16370E-08
   156    0.45580E+04    0.10561E+01    0.00000E+00   -0.45936E+02    0.75101E-07    0.16417E-03   -0.12154E-08
   157    0.45891E+04    0.10485E+01    0.00000E+00   -0.45815E+02    0.74667E-07    0.16217E-03   -0.11604E-08
   158    0.46200E+04    0.10407E+01    0.00000E+00   -0.45668E+02    0.74237E-07    0.16019E-03   -0.14318E-08
   159    0.46505E+04    0.10324E+01    0.00000E+00   -0.45496E+02    0.73810E-07    0.15824E-03   -0.19898E-08
   160    0.46808E+04    0.10238E+01    0.00000E+00   -0.45296E+02    0.73387E-07    0.15632E-03   -0.27943E-08
   161    0.47109E+04    0.10149E+01    0.00000E+00   -0.45071E+02    0.72968E-07    0.15442E-03   -0.38053E-08
   162    0.47407E+04    0.10057E+01    0.00000E+00   -0.44820E+02    0.72551E-07    0.15256E-03   -0.49829E-08
   163    0.47704E+04    0.99622E+00    0.00000E+00   -0.44542E+02    0.72139E-07    0.15072E-03   -0.62871E-08
   164    0.47996E+04    0.98648E+00    0.00000E+00   -0.44238E+02    0.71729E-07    0.14891E-03   -0.76779E-08
   165    0.48286E+04    0.97644E+00    0.00000E+00   -0.43906E+02    0.71323E-07    0.14712E-03   -0.91155E-08
   166    0.48573E+04    0.96624E+00    0.00000E+00   -0.43548E+02    0.70921E-07    0.14537E-03   -0.10560E-07
   167    0.48858E+04    0.95567E+00    0.00000E+00   -0.43164E+02    0.70522E-07    0.14364E-03   -0.11971E-07
   168    0.49139E+04    0.94509E+00    0.00000E+00   -0.42752E+02    0.70126E-07    0.14194E-03   -0.13309E-07
   169    0.49416E+04    0.93422E+00    0.00000E+00   -0.42312E+02    0.69733E-07    0.14027E-03   -0.14535E-07
   170    0.49690E+04    0.92326E+00    0.00000E+00   -0.41845E+02    0.69344E-07    0.13862E-03   -0.15607E-07
   171    0.49960E+04    0.91223E+00    0.00000E+00   -0.41349E+02    0.68958E-07    0.13701E-03   -0.16487E-07
   172    0.50225E+04    0.90104E+00    0.00000E+00   -0.40826E+02    0.68575E-07    0.13542E-03   -0.17134E-07
   173    0.50486E+04    0.88971E+00    0.00000E+00   -0.40276E+02    0.68195E-07    0.13385E-03   -0.17508E-07
   174    0.50744E+04    0.87852E+00    0.00000E+00   -0.39698E+02    0.67818E-07    0.13232E-03   -0.17571E-07
   175    0.50999E+04    0.86718E+00    0.00000E+00   -0.39093E+02    0.67445E-07    0.13081E-03   -0.17281E-07
   176    0.51247E+04    0.85591E+00    0.00000E+00   -0.38459E+02    0.67075E-07    0.12932E-03   -0.16609E-07
   177    0.51492E+04    0.84464E+00    0.00000E+00   -0.37798E+02    0.66708E-07    0.12787E-03   -0.15568E-07
   178    0.51732E+04    0.83360E+00    0.00000E+00   -0.37109E+02    0.66344E-07    0.12644E-03   -0.14180E-07
   179    0.51968E+04    0.82248E+00    0.00000E+00   -0.36393E+02    0.65983E-07    0.12503E-03   -0.12468E-07
   180    0.52200E+04    0.81151E+00    0.00000E+00   -0.35649E+02    0.65625E-07    0.12365E-03   -0.10453E-07
   181    0.52427E+04    0.80069E+00    0.00000E+00   -0.34879E+02    0.65270E-07    0.12229E-03   -0.81602E-08
   182    0.52649E+04    0.79010E+00    0.00000E+00   -0.34081E+02    0.64918E-07    0.12096E-03   -0.56103E-08
   183    0.52867E+04    0.77965E+00    0.00000E+00   -0.33256E+02    0.64568E-07    0.11965E-03   -0.28263E-08
   184    0.53080E+04    0.76944E+00    0.00000E+00   -0.32404E+02    0.64222E-07    0.11836E-03    0.16917E-09
   185    0.53288E+04    0.75960E+00    0.00000E+00   -0.31526E+02    0.63879E-07    0.11709E-03    0.33536E-08
