#    L    TT             EE             BB             TE             PP             TP             EP          
   134    0.38741E+04    0.11205E+01    0.00000E+00   -0.43198E+02    0.84851E-07    0.21585E-03   -0.94738E-08
   135    0.39090E+04    0.11232E+01    0.00000E+00   -0.43574E+02    0.84332E-07    0.21300E-03   -0.15583E-07
   136    0.39438E+04    0.11253E+01    0.00000E+00   -0.43930E+02    0.83818E-07    0.21020E-03   -0.20809E-07
   137    0.39786E+04    0.11270E+01    0.00000E+00   -0.44269E+02    0.83308E-07    0.20746E-03   -0.25217E-07
   138    0.40133E+04    0.11281E+01    0.00000E+00   -0.44588E+02    0.82802E-07    0.20476E-03   -0.28878E-07
   139    0.40477E+04    0.11289E+01    0.00000E+00   -0.44887E+02    0.82300E-07    0.20211E-03   -0.31859E-07
   140    0.40823E+04    0.11290E+01    0.00000E+00   -0.45168E+02    0.81802E-07    0.19951E-03   -0.34228E-07
   141    0.41166E+04    0.11286E+01    0.00000E+00   -0.45427E+02    0.81308E-07    0.19695E-03   -0.36054E-07
   142    0.41509E+04    0.11278E+01    0.00000E+00   -0.45665E+02    0.80818E-07    0.19444E-03   -0.37404E-07
   143    0.41851E+04    0.11265E+01    0.00000E+00   -0.45883E+02    0.80333E-07    0.19197E-03   -0.38347E-07
   144    0.42191E+04    0.11246E+01    0.00000E+00   -0.46080E+02    0.79851E-07    0.18954E-03   -0.38952E-07
   145    0.42529E+04    0.11224E+01    0.00000E+00   -0.46254E+02    0.79373E-07    0.18714E-03   -0.39285E-07
   146    0.42868E+04    0.11196E+01    0.00000E+00   -0.46407E+02    0.78899E-07    0.18479E-03   -0.39415E-07
   147    0.43204E+04    0.11163E+01    0.00000E+00   -0.46536E+02    0.78428E-07    0.18247E-03   -0.39410E-07
   148    0.43538E+04    0.11126E+01    0.00000E+00   -0.46643E+02    0.77962E-07    0.18019E-03   -0.39339E-07
   149    0.43871E+04    0.11083E+01    0.00000E+00   -0.46727E+02    0.77500E-07    0.17793E-03   -0.39269E-07
   150    0.44202E+04    0.11037E+01    0.00000E+00   -0.46785E+02    0.77041E-07    0.17572E-03   -0.39268E-07
   151    0.44530E+04    0.10986E+01    0.00000E+00   -0.46820E+02    0.76586E-07    0.17353E-03   -0.39389E-07
   152    0.44856E+04    0.10930E+01    0.00000E+00   -0.46832E+02    0.76135E-07    0.17137E-03   -0.39629E-07
   153    0.45181E+04    0.10870E+01    0.00000E+00   -0.46816E+02    0.75687E-07    0.16924E-03   -0.39970E-07
   154    0.45503E+04    0.10807E+01    0.00000E+00   -0.46777E+02    0.75243E-07    0.16715E-03   -0.40391E-07
   155    0.45823E+04    0.10739E+01    0.00000E+00   -0.46713E+02    0.74803E-07    0.16508E-03   -0.40876E-07
   156    0.46139E+04    0.10667E+01    0.00000E+00   -0.46624E+02    0.74367E-07    0.16304E-03   -0.41405E-07
   157    0.46455E+04    0.10592E+01    0.00000E+00   -0.46508E+02    0.73934E-07    0.16103E-03   -0.41960E-07
   158    0.46767E+04    0.10513E+01    0.00000E+00   -0.46367E+02    0.73504E-07    0.15905E-03   -0.42522E-07
   159    0.47077E+04    0.10430E+01    0.00000E+00   -0.46199E+02    0.73079E-07    0.15710E-03   -0.43074E-07
   160    0.47384E+04    0.10344E+01    0.00000E+00   -0.46005E+02    0.72656E-07    0.15518E-03   -0.43596E-07
   161    0.47689E+04    0.10255E+01    0.00000E+00   -0.45784E+02    0.72238E-07    0.15329E-03   -0.44069E-07
   162    0.47991E+04    0.10162E+01    0.00000E+00   -0.45538E+02    0.71822E-07    0.15143E-03   -0.44476E-07
   163    0.48291E+04    0.10067E+01    0.00000E+00   -0.45265E+02    0.71411E-07    0.14960E-03   -0.44798E-07
   164    0.48587E+04    0.99687E+00    0.00000E+00   -0.44965E+02    0.71002E-07    0.14779E-03   -0.45017E-07
   165    0.48881E+04    0.98675E+00    0.00000E+00   -0.44638E+02    0.70597E-07    0.14602E-03   -0.45113E-07
   166    0.49171E+04    0.97647E+00    0.00000E+00   -0.44284E+02    0.70196E-07    0.14427E-03   -0.45069E-07
   167    0.49460E+04    0.96580E+00    0.00000E+00   -0.43903E+02    0.69797E-07    0.14255E-03   -0.44866E-07
   168    0.49744E+04    0.95512E+00    0.00000E+00   -0.43495E+02    0.69403E-07    0.14086E-03   -0.44485E-07
   169    0.50025E+04    0.94413E+00    0.00000E+00   -0.43058E+02    0.69011E-07    0.13920E-03   -0.43909E-07
   170    0.50302E+04    0.93304E+00    0.00000E+00   -0.42595E+02    0.68623E-07    0.13756E-03   -0.43118E-07
   171    0.50575E+04    0.92187E+00    0.00000E+00   -0.42103E+02    0.68238E-07    0.13595E-03   -0.42094E-07
   172    0.50844E+04    0.91054E+00    0.00000E+00   -0.41583E+02    0.67856E-07    0.13437E-03   -0.40819E-07
   173    0.51108E+04    0.89904E+00    0.00000E+00   -0.41035E+02    0.67478E-07    0.13282E-03   -0.39274E-07
   174    0.51370E+04    0.88767E+00    0.00000E+00   -0.40460E+02    0.67102E-07    0.13129E-03   -0.37441E-07
   175    0.51627E+04    0.87615E+00    0.00000E+00   -0.39857E+02    0.66730E-07    0.12979E-03   -0.35301E-07
   176    0.51878E+04    0.86468E+00    0.00000E+00   -0.39225E+02    0.66361E-07    0.12832E-03   -0.32843E-07
   177    0.52126E+04    0.85320E+00    0.00000E+00   -0.38567E+02    0.65995E-07    0.12687E-03   -0.30081E-07
   178    0.52369E+04    0.84193E+00    0.00000E+00   -0.37880E+02    0.65633E-07    0.12545E-03   -0.27039E-07
   179    0.52608E+04    0.83057E+00    0.00000E+00   -0.37164E+02    0.65273E-07    0.12406E-03   -0.23737E-07
