#    L    TT             EE             TE             PP             TP          
   264    0.51623E+04    0.37953E+01    0.86269E+02    0.19892E+07    0.95056E+03
   265    0.51374E+04    0.39113E+01    0.87675E+02    0.19806E+07    0.94281E+03
   266    0.51122E+04    0.40298E+01    0.89073E+02    0.19722E+07    0.93515E+03
   267    0.50864E+04    0.41504E+01    0.90441E+02    0.19638E+07    0.92758E+03
   268    0.50603E+04    0.42734E+01    0.91793E+02    0.19554E+07    0.92010E+03
   269    0.50336E+04    0.43985E+01    0.93123E+02    0.19471E+07    0.91271E+03
   270    0.50067E+04    0.45258E+01    0.94429E+02    0.19388E+07    0.90541E+03
   271    0.49794E+04    0.46553E+01    0.95713E+02    0.19306E+07    0.89819E+03
   272    0.49518E+04    0.47872E+01    0.96966E+02    0.19225E+07    0.89106E+03
   273    0.49238E+04    0.49209E+01    0.98204E+02    0.19144E+07    0.88401E+03
   274    0.48954E+04    0.50570E+01    0.99403E+02    0.19064E+07    0.87705E+03
   275    0.48667E+04    0.51950E+01    0.10059E+03    0.18984E+07    0.87016E+03
   276    0.48378E+04    0.53352E+01    0.10173E+03    0.18905E+07    0.86336E+03
   277    0.48084E+04    0.54775E+01    0.10286E+03    0.18826E+07    0.85663E+03
   278    0.47787E+04    0.56218E+01    0.10396E+03    0.18747E+07    0.84998E+03
   279    0.47488E+04    0.57681E+01    0.10502E+03    0.18670E+07    0.84341E+03
   280    0.47186E+04    0.59164E+01    0.10607E+03    0.18592E+07    0.83691E+03
   281    0.46882E+04    0.60667E+01    0.10708E+03    0.18516E+07    0.83048E+03
   282    0.46573E+04    0.62188E+01    0.10805E+03    0.18439E+07    0.82413E+03
   283    0.46263E+04    0.63728E+01    0.10900E+03    0.18363E+07    0.81784E+03
   284    0.45951E+04    0.65288E+01    0.10992E+03    0.18288E+07    0.81163E+03
   285    0.45636E+04    0.66866E+01    0.11081E+03    0.18213E+07    0.80548E+03
   286    0.45319E+04    0.68462E+01    0.11165E+03    0.18139E+07    0.79940E+03
   287    0.44999E+04    0.70075E+01    0.11248E+03    0.18065E+07    0.79339E+03
   288    0.44678E+04    0.71706E+01    0.11327E+03    0.17991E+07    0.78744E+03
   289    0.44354E+04    0.73353E+01    0.11402E+03    0.17918E+07    0.78155E+03
   290    0.44029E+04    0.75015E+01    0.11475E+03    0.17846E+07    0.77573E+03
   291    0.43702E+04    0.76700E+01    0.11543E+03    0.17774E+07    0.76996E+03
   292    0.43371E+04    0.78397E+01    0.11609E+03    0.17702E+07    0.76425E+03
   293    0.43042E+04    0.80101E+01    0.11670E+03    0.17631E+07    0.75860E+03
   294    0.42709E+04    0.81828E+01    0.11729E+03    0.17560E+07    0.75301E+03
   295    0.42377E+04    0.83562E+01    0.11784E+03    0.17489E+07    0.74747E+03
   296    0.42042E+04    0.85320E+01    0.11835E+03    0.17420E+07    0.74199E+03
   297    0.41707E+04    0.87077E+01    0.11883E+03    0.17350E+07    0.73656E+03
   298    0.41369E+04    0.88857E+01    0.11927E+03    0.17281E+07    0.73118E+03
   299    0.41031E+04    0.90652E+01    0.11967E+03    0.17212E+07    0.72585E+03
   300    0.40692E+04    0.92447E+01    0.12003E+03    0.17144E+07    0.72056E+03
   301    0.40352E+04    0.94257E+01    0.12036E+03    0.17076E+07    0.71533E+03
   302    0.40012E+04    0.96075E+01    0.12065E+03    0.17008E+07    0.71014E+03
   303    0.39671E+04    0.97908E+01    0.12091E+03    0.16941E+07    0.70500E+03
   304    0.39330E+04    0.99756E+01    0.12111E+03    0.16874E+07    0.69990E+03
   305    0.38988E+04    0.10160E+02    0.12129E+03    0.16808E+07    0.69485E+03
   306    0.38646E+04    0.10346E+02    0.12143E+03    0.16742E+07    0.68984E+03
   307    0.38304E+04    0.10532E+02    0.12152E+03    0.16676E+07    0.68488E+03
   308    0.37962E+04    0.10721E+02    0.12159E+03    0.16611E+07    0.67996E+03
   309    0.37620E+04    0.10909E+02    0.12161E+03    0.16546E+07    0.67508E+03
   310    0.37278E+04    0.11097E+02    0.12160E+03    0.16482E+07    0.67024E+03
   311    0.36937E+04    0.11287E+02    0.12154E+03    0.16418E+07    0.66545E+03
   312    0.36596E+04    0.11476E+02    0.12145E+03    0.16354E+07    0.66070E+03
   313    0.36256E+04    0.11666E+02    0.12131E+03    0.16291E+07    0.65599E+03
   314    0.35916E+04    0.11857E+02    0.12115E+03    0.16228E+07    0.65131E+03
   315    0.35577E+04    0.12047E+02    0.12094E+03    0.16165E+07    0.64668E+03
   316    0.35239E+04    0.12238E+02    0.12069E+03    0.16103E+07    0.64209E+03
   317    0.34902E+04    0.12428E+02    0.12040E+03    0.16041E+07    0.63753E+03
   318    0.34565E+04    0.12619E+02    0.12007E+03    0.15979E+07    0.63301E+03
   319    0.34230E+04    0.12810E+02    0.11971E+03    0.15918E+07    0.62853E+03
   320    0.33896E+04    0.13000E+02    0.11932E+03    0.15857E+07    0.62409E+03
