#    L    TT             EE             TE             PP             TP          
   199    0.53498E+04    0.64274E+00   -0.15836E+02    0.27408E+07    0.17484E+04
   200    0.53623E+04    0.64118E+00   -0.14634E+02    0.27269E+07    0.17304E+04
   201    0.53742E+04    0.64043E+00   -0.13411E+02    0.27131E+07    0.17126E+04
   202    0.53857E+04    0.64050E+00   -0.12168E+02    0.26994E+07    0.16951E+04
   203    0.53965E+04    0.64146E+00   -0.10903E+02    0.26859E+07    0.16778E+04
   204    0.54068E+04    0.64333E+00   -0.96201E+01    0.26724E+07    0.16608E+04
   205    0.54165E+04    0.64615E+00   -0.83169E+01    0.26590E+07    0.16440E+04
   206    0.54255E+04    0.64995E+00   -0.69946E+01    0.26457E+07    0.16274E+04
   207    0.54341E+04    0.65476E+00   -0.56536E+01    0.26326E+07    0.16110E+04
   208    0.54419E+04    0.66063E+00   -0.42944E+01    0.26195E+07    0.15949E+04
   209    0.54491E+04    0.66758E+00   -0.29173E+01    0.26065E+07    0.15789E+04
   210    0.54558E+04    0.67566E+00   -0.15233E+01    0.25937E+07    0.15632E+04
   211    0.54619E+04    0.68490E+00   -0.11243E+00    0.25809E+07    0.15477E+04
   212    0.54673E+04    0.69533E+00    0.13145E+01    0.25682E+07    0.15324E+04
   213    0.54721E+04    0.70700E+00    0.27574E+01    0.25556E+07    0.15173E+04
   214    0.54763E+04    0.71989E+00    0.42152E+01    0.25432E+07    0.15024E+04
   215    0.54799E+04    0.73420E+00    0.56871E+01    0.25308E+07    0.14878E+04
   216    0.54829E+04    0.74975E+00    0.71736E+01    0.25185E+07    0.14733E+04
   217    0.54854E+04    0.76668E+00    0.86729E+01    0.25063E+07    0.14590E+04
   218    0.54872E+04    0.78499E+00    0.10185E+02    0.24942E+07    0.14449E+04
   219    0.54884E+04    0.80469E+00    0.11711E+02    0.24822E+07    0.14310E+04
   220    0.54890E+04    0.82593E+00    0.13246E+02    0.24703E+07    0.14173E+04
   221    0.54891E+04    0.84863E+00    0.14793E+02    0.24585E+07    0.14038E+04
   222    0.54886E+04    0.87293E+00    0.16351E+02    0.24467E+07    0.13904E+04
   223    0.54873E+04    0.89876E+00    0.17919E+02    0.24351E+07    0.13773E+04
   224    0.54856E+04    0.92613E+00    0.19494E+02    0.24235E+07    0.13643E+04
   225    0.54833E+04    0.95517E+00    0.21080E+02    0.24121E+07    0.13515E+04
   226    0.54804E+04    0.98589E+00    0.22672E+02    0.24007E+07    0.13388E+04
