#    L    TT             EE             BB             TE             PP             TP             EP          
   175    0.50326E+04    0.86900E+00    0.00000E+00   -0.39088E+02    0.69932E-07    0.13074E-03   -0.16403E-07
   176    0.50572E+04    0.85768E+00    0.00000E+00   -0.38468E+02    0.69554E-07    0.12926E-03   -0.16380E-07
   177    0.50814E+04    0.84635E+00    0.00000E+00   -0.37822E+02    0.69178E-07    0.12781E-03   -0.15932E-07
   178    0.51052E+04    0.83524E+00    0.00000E+00   -0.37147E+02    0.68806E-07    0.12639E-03   -0.15086E-07
   179    0.51285E+04    0.82403E+00    0.00000E+00   -0.36445E+02    0.68437E-07    0.12499E-03   -0.13865E-07
   180    0.51516E+04    0.81297E+00    0.00000E+00   -0.35717E+02    0.68071E-07    0.12361E-03   -0.12295E-07
   181    0.51740E+04    0.80205E+00    0.00000E+00   -0.34961E+02    0.67707E-07    0.12226E-03   -0.10401E-07
   182    0.51961E+04    0.79134E+00    0.00000E+00   -0.34179E+02    0.67347E-07    0.12094E-03   -0.82073E-08
   183    0.52176E+04    0.78077E+00    0.00000E+00   -0.33369E+02    0.66990E-07    0.11964E-03   -0.57384E-08
   184    0.52387E+04    0.77041E+00    0.00000E+00   -0.32533E+02    0.66636E-07    0.11835E-03   -0.30193E-08
   185    0.52594E+04    0.76042E+00    0.00000E+00   -0.31672E+02    0.66284E-07    0.11709E-03   -0.74758E-10
   186    0.52792E+04    0.75065E+00    0.00000E+00   -0.30782E+02    0.65935E-07    0.11586E-03    0.30705E-08
   187    0.52989E+04    0.74125E+00    0.00000E+00   -0.29867E+02    0.65590E-07    0.11464E-03    0.63918E-08
   188    0.53181E+04    0.73219E+00    0.00000E+00   -0.28927E+02    0.65246E-07    0.11344E-03    0.98644E-08
   189    0.53367E+04    0.72352E+00    0.00000E+00   -0.27960E+02    0.64906E-07    0.11226E-03    0.13463E-07
   190    0.53551E+04    0.71529E+00    0.00000E+00   -0.26969E+02    0.64569E-07    0.11110E-03    0.17164E-07
   191    0.53726E+04    0.70752E+00    0.00000E+00   -0.25951E+02    0.64234E-07    0.10996E-03    0.20942E-07
   192    0.53897E+04    0.70024E+00    0.00000E+00   -0.24908E+02    0.63902E-07    0.10883E-03    0.24773E-07
   193    0.54063E+04    0.69349E+00    0.00000E+00   -0.23842E+02    0.63572E-07    0.10772E-03    0.28631E-07
   194    0.54225E+04    0.68729E+00    0.00000E+00   -0.22750E+02    0.63245E-07    0.10663E-03    0.32491E-07
   195    0.54380E+04    0.68169E+00    0.00000E+00   -0.21635E+02    0.62921E-07    0.10556E-03    0.36331E-07
   196    0.54530E+04    0.67673E+00    0.00000E+00   -0.20495E+02    0.62599E-07    0.10449E-03    0.40123E-07
   197    0.54675E+04    0.67245E+00    0.00000E+00   -0.19334E+02    0.62280E-07    0.10345E-03    0.43845E-07
   198    0.54815E+04    0.66886E+00    0.00000E+00   -0.18148E+02    0.61963E-07    0.10241E-03    0.47470E-07
   199    0.54950E+04    0.66602E+00    0.00000E+00   -0.16940E+02    0.61649E-07    0.10139E-03    0.50975E-07
   200    0.55080E+04    0.66394E+00    0.00000E+00   -0.15711E+02    0.61337E-07    0.10038E-03    0.54335E-07
   201    0.55204E+04    0.66270E+00    0.00000E+00   -0.14458E+02    0.61028E-07    0.99387E-04    0.57530E-07
   202    0.55322E+04    0.66229E+00    0.00000E+00   -0.13185E+02    0.60721E-07    0.98402E-04    0.60558E-07
   203    0.55435E+04    0.66278E+00    0.00000E+00   -0.11889E+02    0.60416E-07    0.97430E-04    0.63424E-07
   204    0.55541E+04    0.66419E+00    0.00000E+00   -0.10575E+02    0.60114E-07    0.96468E-04    0.66131E-07
   205    0.55641E+04    0.66656E+00    0.00000E+00   -0.92396E+01    0.59814E-07    0.95519E-04    0.68682E-07
   206    0.55736E+04    0.66993E+00    0.00000E+00   -0.78844E+01    0.59516E-07    0.94580E-04    0.71081E-07
   207    0.55824E+04    0.67433E+00    0.00000E+00   -0.65098E+01    0.59221E-07    0.93653E-04    0.73332E-07
   208    0.55906E+04    0.67980E+00    0.00000E+00   -0.51163E+01    0.58928E-07    0.92737E-04    0.75438E-07
   209    0.55981E+04    0.68637E+00    0.00000E+00   -0.37043E+01    0.58637E-07    0.91832E-04    0.77403E-07
   210    0.56051E+04    0.69410E+00    0.00000E+00   -0.22748E+01    0.58349E-07    0.90938E-04    0.79231E-07
   211    0.56114E+04    0.70300E+00    0.00000E+00   -0.82772E+00    0.58062E-07    0.90055E-04    0.80925E-07
   212    0.56170E+04    0.71312E+00    0.00000E+00    0.63594E+00    0.57778E-07    0.89183E-04    0.82488E-07
   213    0.56221E+04    0.72450E+00    0.00000E+00    0.21162E+01    0.57496E-07    0.88321E-04    0.83925E-07
   214    0.56265E+04    0.73712E+00    0.00000E+00    0.36119E+01    0.57216E-07    0.87469E-04    0.85239E-07
   215    0.56303E+04    0.75119E+00    0.00000E+00    0.51223E+01    0.56939E-07    0.86628E-04    0.86433E-07
   216    0.56335E+04    0.76651E+00    0.00000E+00    0.66479E+01    0.56663E-07    0.85798E-04    0.87512E-07
   217    0.56361E+04    0.78325E+00    0.00000E+00    0.81866E+01    0.56390E-07    0.84977E-04    0.88478E-07
   218    0.56381E+04    0.80140E+00    0.00000E+00    0.97388E+01    0.56118E-07    0.84167E-04    0.89336E-07
   219    0.56394E+04    0.82097E+00    0.00000E+00    0.11305E+02    0.55849E-07    0.83366E-04    0.90088E-07
   220    0.56402E+04    0.84210E+00    0.00000E+00    0.12882E+02    0.55582E-07    0.82576E-04    0.90739E-07
   221    0.56403E+04    0.86472E+00    0.00000E+00    0.14470E+02    0.55317E-07    0.81795E-04    0.91292E-07
   222    0.56399E+04    0.88897E+00    0.00000E+00    0.16069E+02    0.55053E-07    0.81023E-04    0.91751E-07
   223    0.56387E+04    0.91480E+00    0.00000E+00    0.17680E+02    0.54792E-07    0.80262E-04    0.92119E-07
   224    0.56371E+04    0.94218E+00    0.00000E+00    0.19298E+02    0.54533E-07    0.79509E-04    0.92400E-07
   225    0.56348E+04    0.97128E+00    0.00000E+00    0.20927E+02    0.54276E-07    0.78767E-04    0.92597E-07
   226    0.56319E+04    0.10021E+01    0.00000E+00    0.22562E+02    0.54020E-07    0.78033E-04    0.92715E-07
   227    0.56283E+04    0.10346E+01    0.00000E+00    0.24206E+02    0.53767E-07    0.77308E-04    0.92756E-07
   228    0.56242E+04    0.10689E+01    0.00000E+00    0.25857E+02    0.53515E-07    0.76593E-04    0.92724E-07
   229    0.56195E+04    0.11049E+01    0.00000E+00    0.27514E+02    0.53265E-07    0.75886E-04    0.92624E-07
   230    0.56141E+04    0.11427E+01    0.00000E+00    0.29176E+02    0.53017E-07    0.75188E-04    0.92457E-07
   231    0.56081E+04    0.11824E+01    0.00000E+00    0.30844E+02    0.52771E-07    0.74499E-04    0.92229E-07
   232    0.56015E+04    0.12239E+01    0.00000E+00    0.32516E+02    0.52527E-07    0.73818E-04    0.91942E-07
