#    L    TT             EE             TE             PP             TP          
   115    0.31781E+04    0.97559E+00   -0.32961E+02    0.44102E+07    0.47784E+04
   116    0.32117E+04    0.98642E+00   -0.33573E+02    0.43833E+07    0.47113E+04
   117    0.32456E+04    0.99688E+00   -0.34176E+02    0.43567E+07    0.46453E+04
   118    0.32797E+04    0.10071E+01   -0.34771E+02    0.43302E+07    0.45802E+04
   119    0.33137E+04    0.10169E+01   -0.35357E+02    0.43039E+07    0.45161E+04
   120    0.33479E+04    0.10263E+01   -0.35932E+02    0.42778E+07    0.44531E+04
   121    0.33822E+04    0.10353E+01   -0.36498E+02    0.42518E+07    0.43910E+04
   122    0.34164E+04    0.10439E+01   -0.37053E+02    0.42260E+07    0.43299E+04
   123    0.34508E+04    0.10520E+01   -0.37598E+02    0.42005E+07    0.42699E+04
   124    0.34852E+04    0.10597E+01   -0.38128E+02    0.41751E+07    0.42109E+04
   125    0.35197E+04    0.10670E+01   -0.38647E+02    0.41498E+07    0.41529E+04
   126    0.35542E+04    0.10738E+01   -0.39154E+02    0.41248E+07    0.40959E+04
   127    0.35886E+04    0.10802E+01   -0.39647E+02    0.40999E+07    0.40400E+04
   128    0.36231E+04    0.10861E+01   -0.40127E+02    0.40753E+07    0.39850E+04
   129    0.36577E+04    0.10916E+01   -0.40591E+02    0.40508E+07    0.39311E+04
   130    0.36922E+04    0.10965E+01   -0.41040E+02    0.40265E+07    0.38783E+04
   131    0.37267E+04    0.11010E+01   -0.41476E+02    0.40024E+07    0.38265E+04
   132    0.37613E+04    0.11049E+01   -0.41894E+02    0.39784E+07    0.37757E+04
   133    0.37958E+04    0.11085E+01   -0.42297E+02    0.39547E+07    0.37259E+04
   134    0.38303E+04    0.11115E+01   -0.42681E+02    0.39311E+07    0.36770E+04
   135    0.38648E+04    0.11140E+01   -0.43049E+02    0.39077E+07    0.36291E+04
   136    0.38991E+04    0.11160E+01   -0.43396E+02    0.38845E+07    0.35820E+04
   137    0.39334E+04    0.11176E+01   -0.43727E+02    0.38614E+07    0.35359E+04
   138    0.39677E+04    0.11186E+01   -0.44038E+02    0.38386E+07    0.34905E+04
   139    0.40017E+04    0.11192E+01   -0.44329E+02    0.38159E+07    0.34461E+04
   140    0.40358E+04    0.11192E+01   -0.44601E+02    0.37934E+07    0.34023E+04
   141    0.40696E+04    0.11187E+01   -0.44851E+02    0.37710E+07    0.33594E+04
   142    0.41035E+04    0.11177E+01   -0.45081E+02    0.37489E+07    0.33172E+04
   143    0.41373E+04    0.11163E+01   -0.45291E+02    0.37269E+07    0.32757E+04
   144    0.41709E+04    0.11143E+01   -0.45479E+02    0.37051E+07    0.32349E+04
   145    0.42043E+04    0.11120E+01   -0.45646E+02    0.36834E+07    0.31947E+04
   146    0.42377E+04    0.11090E+01   -0.45790E+02    0.36619E+07    0.31552E+04
   147    0.42709E+04    0.11057E+01   -0.45911E+02    0.36406E+07    0.31162E+04
   148    0.43038E+04    0.11018E+01   -0.46010E+02    0.36195E+07    0.30778E+04
   149    0.43367E+04    0.10975E+01   -0.46086E+02    0.35985E+07    0.30400E+04
   150    0.43694E+04    0.10928E+01   -0.46136E+02    0.35777E+07    0.30027E+04
   151    0.44018E+04    0.10877E+01   -0.46163E+02    0.35570E+07    0.29658E+04
   152    0.44340E+04    0.10820E+01   -0.46167E+02    0.35366E+07    0.29295E+04
   153    0.44660E+04    0.10759E+01   -0.46144E+02    0.35162E+07    0.28936E+04
   154    0.44978E+04    0.10695E+01   -0.46097E+02    0.34961E+07    0.28582E+04
   155    0.45294E+04    0.10627E+01   -0.46025E+02    0.34761E+07    0.28233E+04
   156    0.45606E+04    0.10555E+01   -0.45928E+02    0.34562E+07    0.27889E+04
   157    0.45918E+04    0.10479E+01   -0.45804E+02    0.34365E+07    0.27549E+04
   158    0.46226E+04    0.10400E+01   -0.45655E+02    0.34170E+07    0.27214E+04
   159    0.46532E+04    0.10317E+01   -0.45481E+02    0.33976E+07    0.26884E+04
   160    0.46835E+04    0.10231E+01   -0.45279E+02    0.33784E+07    0.26559E+04
   161    0.47136E+04    0.10142E+01   -0.45051E+02    0.33594E+07    0.26239E+04
   162    0.47434E+04    0.10050E+01   -0.44798E+02    0.33404E+07    0.25923E+04
   163    0.47730E+04    0.99541E+00   -0.44517E+02    0.33217E+07    0.25612E+04
   164    0.48022E+04    0.98565E+00   -0.44211E+02    0.33031E+07    0.25305E+04
   165    0.48312E+04    0.97558E+00   -0.43877E+02    0.32846E+07    0.25004E+04
   166    0.48599E+04    0.96536E+00   -0.43516E+02    0.32663E+07    0.24706E+04
   167    0.48884E+04    0.95476E+00   -0.43129E+02    0.32482E+07    0.24414E+04
   168    0.49164E+04    0.94416E+00   -0.42714E+02    0.32301E+07    0.24126E+04
   169    0.49441E+04    0.93327E+00   -0.42271E+02    0.32123E+07    0.23843E+04
   170    0.49715E+04    0.92230E+00   -0.41802E+02    0.31946E+07    0.23565E+04
   171    0.49985E+04    0.91125E+00   -0.41304E+02    0.31770E+07    0.23291E+04
   172    0.50250E+04    0.90005E+00   -0.40778E+02    0.31596E+07    0.23022E+04
   173    0.50511E+04    0.88870E+00   -0.40225E+02    0.31423E+07    0.22757E+04
   174    0.50769E+04    0.87750E+00   -0.39644E+02    0.31251E+07    0.22497E+04
   175    0.51023E+04    0.86616E+00   -0.39036E+02    0.31081E+07    0.22241E+04
   176    0.51271E+04    0.85488E+00   -0.38399E+02    0.30913E+07    0.21990E+04
   177    0.51516E+04    0.84361E+00   -0.37735E+02    0.30745E+07    0.21744E+04
   178    0.51756E+04    0.83257E+00   -0.37044E+02    0.30580E+07    0.21502E+04
   179    0.51991E+04    0.82145E+00   -0.36324E+02    0.30415E+07    0.21264E+04
   180    0.52223E+04    0.81049E+00   -0.35577E+02    0.30252E+07    0.21030E+04
   181    0.52450E+04    0.79968E+00   -0.34804E+02    0.30090E+07    0.20800E+04
   182    0.52672E+04    0.78910E+00   -0.34003E+02    0.29929E+07    0.20574E+04
   183    0.52889E+04    0.77867E+00   -0.33175E+02    0.29770E+07    0.20353E+04
   184    0.53101E+04    0.76848E+00   -0.32319E+02    0.29612E+07    0.20134E+04
   185    0.53310E+04    0.75866E+00   -0.31439E+02    0.29456E+07    0.19920E+04
   186    0.53510E+04    0.74909E+00   -0.30530E+02    0.29300E+07    0.19709E+04
   187    0.53708E+04    0.73990E+00   -0.29595E+02    0.29146E+07    0.19501E+04
   188    0.53901E+04    0.73107E+00   -0.28635E+02    0.28993E+07    0.19297E+04
   189    0.54088E+04    0.72265E+00   -0.27648E+02    0.28842E+07    0.19096E+04
   190    0.54273E+04    0.71469E+00   -0.26637E+02    0.28691E+07    0.18898E+04
   191    0.54449E+04    0.70722E+00   -0.25598E+02    0.28542E+07    0.18703E+04
   192    0.54622E+04    0.70024E+00   -0.24535E+02    0.28394E+07    0.18512E+04
   193    0.54788E+04    0.69382E+00   -0.23448E+02    0.28247E+07    0.18323E+04
   194    0.54950E+04    0.68798E+00   -0.22335E+02    0.28102E+07    0.18136E+04
   195    0.55107E+04    0.68276E+00   -0.21198E+02    0.27957E+07    0.17953E+04
   196    0.55257E+04    0.67820E+00   -0.20038E+02    0.27814E+07    0.17772E+04
   197    0.55403E+04    0.67434E+00   -0.18854E+02    0.27671E+07    0.17593E+04
   198    0.55543E+04    0.67120E+00   -0.17647E+02    0.27530E+07    0.17417E+04
   199    0.55679E+04    0.66883E+00   -0.16417E+02    0.27390E+07    0.17243E+04
   200    0.55809E+04    0.66726E+00   -0.15165E+02    0.27251E+07    0.17071E+04
   201    0.55933E+04    0.66654E+00   -0.13891E+02    0.27113E+07    0.16901E+04
   202    0.56051E+04    0.66668E+00   -0.12595E+02    0.26977E+07    0.16733E+04
   203    0.56164E+04    0.66775E+00   -0.11277E+02    0.26841E+07    0.16567E+04
   204    0.56270E+04    0.66976E+00   -0.99406E+01    0.26706E+07    0.16403E+04
   205    0.56370E+04    0.67276E+00   -0.85826E+01    0.26572E+07    0.16241E+04
   206    0.56464E+04    0.67679E+00   -0.72047E+01    0.26440E+07    0.16081E+04
   207    0.56552E+04    0.68188E+00   -0.58073E+01    0.26308E+07    0.15923E+04
   208    0.56633E+04    0.68807E+00   -0.43910E+01    0.26178E+07    0.15767E+04
   209    0.56708E+04    0.69538E+00   -0.29561E+01    0.26048E+07    0.15613E+04
   210    0.56777E+04    0.70388E+00   -0.15036E+01    0.25919E+07    0.15460E+04
   211    0.56840E+04    0.71358E+00   -0.33581E-01    0.25792E+07    0.15310E+04
   212    0.56895E+04    0.72453E+00    0.14531E+01    0.25665E+07    0.15161E+04
   213    0.56945E+04    0.73676E+00    0.29564E+01    0.25540E+07    0.15014E+04
   214    0.56988E+04    0.75027E+00    0.44752E+01    0.25415E+07    0.14869E+04
   215    0.57025E+04    0.76526E+00    0.60086E+01    0.25291E+07    0.14726E+04
   216    0.57056E+04    0.78153E+00    0.75571E+01    0.25168E+07    0.14584E+04
   217    0.57081E+04    0.79924E+00    0.91189E+01    0.25047E+07    0.14444E+04
   218    0.57099E+04    0.81840E+00    0.10694E+02    0.24926E+07    0.14306E+04
   219    0.57111E+04    0.83900E+00    0.12283E+02    0.24806E+07    0.14170E+04
   220    0.57118E+04    0.86120E+00    0.13883E+02    0.24687E+07    0.14035E+04
   221    0.57118E+04    0.88492E+00    0.15494E+02    0.24568E+07    0.13902E+04
   222    0.57112E+04    0.91031E+00    0.17116E+02    0.24451E+07    0.13771E+04
   223    0.57098E+04    0.93730E+00    0.18749E+02    0.24335E+07    0.13641E+04
   224    0.57080E+04    0.96588E+00    0.20390E+02    0.24219E+07    0.13513E+04
   225    0.57055E+04    0.99621E+00    0.22041E+02    0.24105E+07    0.13386E+04
   226    0.57024E+04    0.10283E+01    0.23699E+02    0.23991E+07    0.13261E+04
   227    0.56987E+04    0.10621E+01    0.25365E+02    0.23878E+07    0.13138E+04
   228    0.56944E+04    0.10977E+01    0.27038E+02    0.23766E+07    0.13016E+04
   229    0.56895E+04    0.11351E+01    0.28716E+02    0.23655E+07    0.12896E+04
   230    0.56839E+04    0.11743E+01    0.30401E+02    0.23544E+07    0.12777E+04
