#    L    TT             EE             TE             PP             TP          
   195    0.57607E+04    0.71406E+00   -0.22227E+02    0.29250E+07    0.18754E+04
   196    0.57765E+04    0.70926E+00   -0.21015E+02    0.29100E+07    0.18565E+04
   197    0.57917E+04    0.70520E+00   -0.19779E+02    0.28952E+07    0.18378E+04
   198    0.58065E+04    0.70189E+00   -0.18518E+02    0.28804E+07    0.18194E+04
   199    0.58206E+04    0.69938E+00   -0.17234E+02    0.28657E+07    0.18012E+04
   200    0.58342E+04    0.69770E+00   -0.15926E+02    0.28512E+07    0.17832E+04
   201    0.58472E+04    0.69691E+00   -0.14594E+02    0.28368E+07    0.17655E+04
   202    0.58596E+04    0.69702E+00   -0.13240E+02    0.28225E+07    0.17480E+04
   203    0.58714E+04    0.69810E+00   -0.11864E+02    0.28083E+07    0.17306E+04
   204    0.58825E+04    0.70016E+00   -0.10467E+02    0.27942E+07    0.17135E+04
   205    0.58930E+04    0.70326E+00   -0.90475E+01    0.27802E+07    0.16966E+04
   206    0.59028E+04    0.70743E+00   -0.76075E+01    0.27663E+07    0.16799E+04
   207    0.59121E+04    0.71269E+00   -0.61471E+01    0.27525E+07    0.16634E+04
   208    0.59206E+04    0.71911E+00   -0.46669E+01    0.27389E+07    0.16471E+04
   209    0.59284E+04    0.72671E+00   -0.31672E+01    0.27253E+07    0.16310E+04
   210    0.59357E+04    0.73553E+00   -0.16491E+01    0.27119E+07    0.16150E+04
   211    0.59423E+04    0.74562E+00   -0.11256E+00    0.26985E+07    0.15993E+04
   212    0.59481E+04    0.75700E+00    0.14413E+01    0.26853E+07    0.15838E+04
   213    0.59534E+04    0.76972E+00    0.30126E+01    0.26721E+07    0.15685E+04
   214    0.59579E+04    0.78377E+00    0.46000E+01    0.26591E+07    0.15533E+04
   215    0.59618E+04    0.79935E+00    0.62028E+01    0.26461E+07    0.15383E+04
   216    0.59651E+04    0.81629E+00    0.78214E+01    0.26333E+07    0.15236E+04
   217    0.59677E+04    0.83472E+00    0.94538E+01    0.26205E+07    0.15090E+04
   218    0.59697E+04    0.85466E+00    0.11100E+02    0.26079E+07    0.14946E+04
   219    0.59710E+04    0.87611E+00    0.12761E+02    0.25953E+07    0.14803E+04
   220    0.59717E+04    0.89922E+00    0.14433E+02    0.25829E+07    0.14663E+04
   221    0.59717E+04    0.92392E+00    0.16117E+02    0.25705E+07    0.14524E+04
   222    0.59712E+04    0.95036E+00    0.17812E+02    0.25582E+07    0.14387E+04
   223    0.59698E+04    0.97846E+00    0.19519E+02    0.25461E+07    0.14251E+04
   224    0.59680E+04    0.10082E+01    0.21234E+02    0.25340E+07    0.14118E+04
   225    0.59654E+04    0.10398E+01    0.22959E+02    0.25220E+07    0.13986E+04
   226    0.59623E+04    0.10732E+01    0.24692E+02    0.25101E+07    0.13855E+04
   227    0.59584E+04    0.11084E+01    0.26434E+02    0.24983E+07    0.13726E+04
   228    0.59539E+04    0.11455E+01    0.28182E+02    0.24865E+07    0.13599E+04
   229    0.59489E+04    0.11845E+01    0.29936E+02    0.24749E+07    0.13474E+04
   230    0.59431E+04    0.12253E+01    0.31696E+02    0.24633E+07    0.13350E+04
   231    0.59366E+04    0.12681E+01    0.33462E+02    0.24519E+07    0.13227E+04
   232    0.59295E+04    0.13129E+01    0.35231E+02    0.24405E+07    0.13106E+04
   233    0.59218E+04    0.13598E+01    0.37003E+02    0.24292E+07    0.12987E+04
   234    0.59134E+04    0.14086E+01    0.38777E+02    0.24180E+07    0.12869E+04
   235    0.59043E+04    0.14596E+01    0.40554E+02    0.24069E+07    0.12752E+04
   236    0.58946E+04    0.15125E+01    0.42331E+02    0.23958E+07    0.12637E+04
   237    0.58842E+04    0.15677E+01    0.44109E+02    0.23848E+07    0.12523E+04
   238    0.58732E+04    0.16250E+01    0.45887E+02    0.23739E+07    0.12411E+04
   239    0.58616E+04    0.16844E+01    0.47663E+02    0.23631E+07    0.12300E+04
   240    0.58493E+04    0.17460E+01    0.49437E+02    0.23524E+07    0.12191E+04
   241    0.58364E+04    0.18098E+01    0.51208E+02    0.23417E+07    0.12083E+04
   242    0.58230E+04    0.18759E+01    0.52976E+02    0.23311E+07    0.11976E+04
   243    0.58088E+04    0.19442E+01    0.54739E+02    0.23206E+07    0.11871E+04
   244    0.57941E+04    0.20147E+01    0.56497E+02    0.23102E+07    0.11766E+04
   245    0.57787E+04    0.20875E+01    0.58249E+02    0.22998E+07    0.11663E+04
   246    0.57628E+04    0.21627E+01    0.59995E+02    0.22896E+07    0.11562E+04
   247    0.57463E+04    0.22401E+01    0.61733E+02    0.22793E+07    0.11461E+04
   248    0.57291E+04    0.23201E+01    0.63464E+02    0.22692E+07    0.11362E+04
   249    0.57115E+04    0.24022E+01    0.65185E+02    0.22591E+07    0.11264E+04
   250    0.56932E+04    0.24868E+01    0.66896E+02    0.22491E+07    0.11167E+04
   251    0.56745E+04    0.25737E+01    0.68597E+02    0.22392E+07    0.11072E+04
   252    0.56550E+04    0.26630E+01    0.70287E+02    0.22293E+07    0.10977E+04
   253    0.56352E+04    0.27546E+01    0.71965E+02    0.22195E+07    0.10883E+04
   254    0.56147E+04    0.28487E+01    0.73630E+02    0.22097E+07    0.10791E+04
   255    0.55937E+04    0.29450E+01    0.75282E+02    0.22001E+07    0.10700E+04
   256    0.55722E+04    0.30440E+01    0.76921E+02    0.21905E+07    0.10610E+04
   257    0.55503E+04    0.31451E+01    0.78540E+02    0.21809E+07    0.10521E+04
   258    0.55278E+04    0.32488E+01    0.80150E+02    0.21714E+07    0.10433E+04
   259    0.55047E+04    0.33548E+01    0.81736E+02    0.21620E+07    0.10346E+04
   260    0.54813E+04    0.34632E+01    0.83315E+02    0.21527E+07    0.10260E+04
   261    0.54574E+04    0.35739E+01    0.84862E+02    0.21434E+07    0.10175E+04
   262    0.54328E+04    0.36871E+01    0.86401E+02    0.21341E+07    0.10091E+04
   263    0.54081E+04    0.38027E+01    0.87924E+02    0.21250E+07    0.10008E+04
   264    0.53828E+04    0.39206E+01    0.89423E+02    0.21159E+07    0.99259E+03
   265    0.53569E+04    0.40408E+01    0.90891E+02    0.21068E+07    0.98449E+03
